word_count,char_count,tech_skill_count,soft_skill_count,years_experience,education_level,unique_tech_skills,domain_finance,domain_tech,domain_healthcare,domain_legal,domain_education,domain_engineering,domain_sales,domain_creative,domain_hr,domain_hospitality,domain_aviation,domain_agriculture,domain_automobile,domain_apparel,domain_fitness,domain_bpo,domain_consultant,domain_banking,domain_public_relations,domain_digital_media
835,6907,5,6,30,2,5,4,5,1,1,4,7,4,5,7,1,2,0,3,0,1,4,5,1,3,1
376,3094,1,2,0,0,1,1,1,3,2,5,1,2,5,3,2,1,0,1,0,14,2,2,2,3,4
468,3959,1,6,0,3,1,1,2,1,0,3,2,2,8,3,1,1,0,2,0,0,0,2,0,6,3
527,4298,3,4,0,2,3,4,0,1,2,5,4,9,6,1,0,0,0,2,0,0,1,1,2,2,1
504,4092,2,4,0,0,2,4,1,3,9,3,2,5,4,5,1,1,0,1,3,1,1,1,3,2,0
882,7278,5,3,0,2,5,2,4,1,2,3,4,5,8,4,1,2,1,2,0,1,3,5,1,3,4
1109,9421,1,5,0,1,1,1,1,9,6,5,2,6,5,12,1,2,0,1,1,1,3,2,3,4,2
628,4797,1,2,0,1,1,0,0,0,1,2,2,3,4,3,5,1,0,2,0,0,1,1,2,2,0
517,4115,1,1,12,1,1,1,0,1,2,4,1,3,2,3,11,1,2,0,1,2,1,0,1,1,0
619,5454,2,3,0,3,2,2,2,9,4,2,0,5,6,3,2,1,0,1,2,1,3,2,3,2,1
837,6756,2,6,5,3,2,7,1,3,3,3,3,4,2,5,0,1,0,2,2,0,2,6,3,2,1
679,5313,2,4,40,3,2,2,1,0,1,3,1,3,8,5,4,0,1,0,1,1,0,2,1,4,5
883,7240,4,7,10,1,4,4,0,3,2,2,4,6,8,5,1,1,0,2,2,1,2,7,2,4,4
758,6119,2,6,0,1,2,3,1,2,2,4,2,4,3,7,2,2,0,2,2,2,5,0,4,3,0
612,5015,2,5,16,2,2,15,1,1,0,2,0,3,2,2,1,1,0,1,1,1,2,0,4,2,1
165,1199,2,0,0,1,2,0,0,0,0,3,1,0,1,2,0,3,0,3,0,1,1,0,0,2,1
577,4916,2,1,0,3,2,1,2,4,1,5,1,0,3,3,0,1,1,2,0,1,2,0,0,1,1
555,4546,3,4,20,3,3,1,3,7,1,3,2,5,11,3,1,0,0,1,0,2,0,3,1,4,3
524,4391,1,5,0,0,1,4,0,13,3,5,0,3,3,6,1,1,0,3,0,2,1,1,1,4,0
744,5805,2,4,4,1,2,0,0,8,1,5,2,2,2,1,3,0,0,1,0,1,1,0,1,3,2
403,3198,3,5,8,3,3,6,1,1,3,5,1,1,3,3,1,0,0,0,0,1,1,0,6,4,0
587,4751,2,6,20,3,2,4,3,4,2,4,4,5,3,5,1,0,0,2,1,1,4,3,2,2,1
448,3808,2,5,0,3,2,4,0,2,2,6,1,3,3,7,2,1,0,1,0,2,3,0,1,3,2
855,7118,2,7,30,0,2,5,2,2,1,4,5,8,4,4,1,1,0,3,0,1,4,5,2,2,1
894,7408,4,7,0,3,4,4,3,0,1,3,4,8,8,5,1,0,0,1,1,0,4,6,1,3,4
468,3914,2,2,0,2,2,2,0,10,1,6,0,3,2,6,2,0,0,2,0,2,4,0,3,2,0
648,5377,2,1,0,3,2,6,3,3,3,9,3,2,4,6,1,1,0,3,1,1,2,0,4,2,2
567,4725,2,4,6,2,2,9,2,1,1,3,2,5,4,1,0,0,0,1,2,1,1,2,2,2,1
511,4249,1,6,15,1,1,5,2,7,2,4,1,4,4,8,4,1,0,1,0,1,2,1,3,2,2
347,2911,2,5,0,2,2,1,0,7,2,11,2,0,4,3,0,0,0,1,1,1,0,0,1,3,0
551,4796,2,7,10,3,2,2,2,4,8,3,1,3,4,13,0,2,0,1,1,2,2,3,2,5,1
197,1698,2,2,0,0,2,0,0,1,0,11,2,1,2,2,0,0,0,1,0,0,1,0,0,1,1
1167,9861,2,9,0,3,2,3,1,9,9,5,2,5,3,6,7,2,0,3,4,3,3,1,3,5,2
532,4284,2,3,0,2,2,9,1,1,2,1,1,2,2,5,1,0,0,0,0,0,2,4,6,2,1
545,4281,5,1,0,2,5,4,4,0,0,2,2,7,7,2,0,0,0,0,1,0,3,4,3,3,5
587,4685,2,5,10,1,2,3,2,3,1,7,2,13,7,2,1,1,0,0,1,4,1,2,1,2,0
329,2565,1,1,0,2,1,5,1,0,2,2,2,2,2,1,0,1,0,1,0,0,2,0,2,1,2
773,6538,2,4,8,3,2,11,2,2,2,4,2,1,2,4,0,1,0,2,0,0,2,2,5,3,1
1253,9543,2,4,0,1,2,1,3,3,0,7,3,4,5,4,0,2,0,4,0,1,2,0,2,3,1
649,5661,2,3,0,3,2,12,2,1,4,2,1,5,3,5,3,1,0,1,1,1,2,2,10,1,1
1584,12331,5,4,20,4,5,0,8,7,6,5,7,5,11,6,1,2,0,4,2,4,3,3,3,3,3
983,7867,3,7,0,3,3,2,6,0,3,4,5,5,3,3,1,2,1,1,2,2,2,8,2,3,0
158,1390,2,1,0,2,2,0,1,0,0,6,3,2,3,2,0,1,0,1,1,1,0,0,0,1,0
539,4220,2,2,20,1,2,7,2,1,2,2,1,3,4,1,0,1,0,2,0,0,1,0,5,2,0
1095,8798,4,7,0,2,4,3,4,2,2,4,6,8,11,6,1,1,0,2,1,1,5,4,1,7,4
814,6577,2,3,0,3,2,9,1,0,3,2,1,5,4,4,1,2,0,2,2,0,2,1,5,2,0
906,7566,2,3,24,3,2,1,1,1,3,3,5,4,3,1,1,8,0,2,3,1,1,0,1,2,1
484,4072,2,5,20,2,2,5,0,1,3,3,1,4,3,3,2,0,0,0,2,1,4,2,2,3,0
555,4335,2,4,40,2,2,3,1,4,1,3,2,8,7,4,1,1,0,3,3,2,2,3,0,4,1
842,6746,1,5,28,3,1,0,2,8,3,8,5,4,4,3,1,1,0,2,1,2,2,3,1,2,1
534,4362,2,3,0,3,2,1,0,1,4,2,0,1,3,13,0,1,0,1,0,1,1,3,3,3,1
701,5789,2,3,10,1,2,2,1,1,3,2,4,5,3,2,2,1,1,1,2,0,6,0,4,2,1
566,4403,1,6,35,2,1,1,0,1,4,4,2,3,5,2,0,2,0,1,0,3,0,1,1,6,2
1637,13505,3,6,28,3,3,1,0,1,3,5,15,2,4,3,1,6,1,4,1,3,3,1,1,2,1
448,3571,2,1,0,1,2,1,2,2,1,3,2,1,4,6,1,2,0,1,0,1,2,1,2,3,1
602,4850,2,4,0,3,2,1,0,3,0,11,2,4,2,2,1,4,0,2,1,0,3,0,1,4,0
514,4213,2,3,0,2,2,9,1,0,2,2,0,3,4,1,0,0,0,1,2,0,2,2,5,1,0
2027,15444,6,6,11,3,6,7,8,2,6,4,5,7,7,6,1,7,0,4,3,3,5,2,5,4,1
540,4465,2,2,0,3,2,1,1,0,8,2,3,4,3,1,4,8,0,2,0,0,2,0,5,1,0
936,7838,2,7,0,1,2,3,2,2,4,6,4,3,4,4,5,1,0,2,1,1,4,2,0,4,3
519,4377,1,5,20,3,1,2,0,0,4,4,2,5,5,9,1,2,0,0,2,1,3,1,0,2,2
881,7017,2,7,0,3,2,1,0,3,2,6,2,7,6,7,8,0,1,1,0,1,0,2,4,4,2
656,4970,1,4,0,4,1,1,0,12,1,6,1,2,2,1,2,1,1,1,0,5,1,1,1,2,1
481,3895,1,4,10,3,1,2,0,11,4,5,0,2,2,1,1,0,0,1,0,2,0,0,1,2,0
539,4413,1,6,0,1,1,6,1,0,3,3,3,8,4,5,1,0,0,3,1,1,2,2,8,3,0
780,6838,2,5,10,1,2,5,1,10,5,3,2,6,3,8,1,2,0,1,0,2,5,5,6,2,2
696,5597,2,4,8,3,2,4,3,4,4,7,8,7,3,3,2,5,1,2,0,1,2,4,1,2,0
732,6165,2,5,18,3,2,1,1,8,3,11,3,2,4,5,0,1,0,1,2,1,2,0,0,4,2
499,4127,4,5,0,3,4,1,1,2,4,1,1,3,4,5,1,0,0,1,0,2,7,0,2,2,2
344,2625,2,2,5,1,2,1,0,1,2,3,1,3,5,2,15,2,0,1,0,1,3,0,1,1,0
1110,9082,2,7,8,2,2,13,3,2,4,4,4,6,4,7,1,4,0,4,2,1,4,3,6,1,1
676,5458,5,4,0,2,5,3,5,3,2,4,6,4,4,2,1,3,0,3,0,1,2,1,2,3,0
675,5678,2,4,22,3,2,0,0,2,0,12,2,1,9,3,2,1,0,2,0,2,0,2,0,2,2
588,5015,2,3,0,2,2,1,0,3,3,12,1,4,4,3,2,1,0,2,1,1,2,1,2,2,2
469,3987,3,8,0,3,3,9,3,1,1,3,2,5,5,3,0,0,0,2,2,1,2,2,7,2,1
569,4376,2,5,0,2,2,1,0,1,0,13,2,1,3,4,0,2,0,2,0,2,0,0,1,3,0
609,4892,1,7,0,0,1,1,0,2,6,4,3,2,5,3,1,0,0,1,0,1,1,2,0,6,1
636,5251,1,6,10,2,1,4,2,1,5,5,1,13,7,5,1,1,0,1,2,2,2,1,2,1,0
580,4583,2,4,0,3,2,2,0,2,2,12,3,2,3,3,1,0,0,0,0,3,2,0,0,3,0
561,4652,2,4,4,3,2,2,1,7,4,5,1,2,3,1,2,0,0,0,2,0,1,1,3,5,2
655,5354,2,3,0,3,2,11,2,1,1,3,1,4,3,3,0,0,0,2,1,0,2,1,5,2,1
172,1354,2,1,0,1,2,2,0,1,1,3,0,3,2,3,1,0,0,0,0,1,1,0,1,1,0
545,4792,2,2,0,3,2,0,1,4,0,9,0,0,2,4,0,0,0,2,0,2,1,1,0,1,0
532,4301,2,4,0,3,2,2,0,6,1,7,2,2,3,5,3,1,0,2,0,6,1,0,2,4,0
840,7285,1,4,0,3,1,2,1,4,3,3,2,1,3,10,1,2,1,2,0,1,3,3,2,3,0
216,1796,2,5,0,2,2,3,0,1,0,2,0,6,4,2,0,1,0,0,3,1,1,1,1,3,0
533,4251,1,3,0,2,1,3,0,4,1,2,2,4,10,2,0,1,0,1,2,1,1,2,0,6,1
875,7116,2,3,17,3,2,6,1,2,3,3,2,4,2,7,1,0,0,1,1,2,5,2,8,2,0
662,5329,3,3,40,3,3,0,0,12,3,3,3,2,3,7,1,1,0,2,0,1,3,1,0,3,1
534,4136,2,1,0,1,2,5,1,1,1,5,3,4,4,3,1,0,0,1,0,0,1,1,2,6,0
493,4110,2,1,9,3,2,1,3,1,0,4,11,3,5,2,0,0,1,3,1,1,2,1,0,1,1
360,2924,2,2,0,1,2,2,2,1,2,2,1,12,3,4,1,2,0,1,0,2,4,5,1,4,1
131,1071,2,2,0,3,2,0,0,0,1,3,9,1,1,2,0,0,2,2,0,1,0,0,0,1,0
827,6807,2,5,0,2,2,0,0,2,1,3,1,5,3,4,2,1,0,3,5,1,2,0,5,2,0
305,2537,2,5,0,1,2,0,0,2,1,3,1,2,4,1,1,0,0,1,2,0,1,0,2,3,1
545,4627,4,4,0,3,4,2,0,0,0,2,4,5,8,1,0,2,0,0,7,1,2,3,0,4,4
547,4406,2,1,3,1,2,0,1,0,2,4,1,2,3,1,2,5,0,2,1,1,2,0,1,3,2
696,5884,3,4,4,3,3,4,0,2,2,12,3,5,2,7,1,1,0,0,1,1,5,1,4,2,0
803,6283,1,5,7,3,1,2,0,0,2,5,2,3,5,14,1,2,0,1,1,2,4,6,3,4,2
533,4180,1,2,0,1,1,1,0,0,1,3,1,0,3,3,2,5,1,4,0,5,3,0,0,2,0
540,4490,1,3,0,1,1,0,2,0,1,3,13,2,7,3,0,2,0,2,2,1,2,3,1,3,1
643,5296,1,5,0,1,1,3,0,4,3,4,2,4,4,6,15,1,0,0,2,3,2,1,2,2,0
839,6541,3,7,18,2,3,0,5,1,1,4,4,3,3,5,0,2,0,3,1,1,2,3,1,2,1
930,7874,2,4,22,2,2,0,0,13,3,5,1,2,3,4,2,2,0,3,0,3,4,1,2,3,1
1008,8336,2,3,0,3,2,3,2,6,6,6,6,4,5,4,2,2,1,2,2,1,2,2,3,3,3
215,1645,2,2,5,0,2,1,0,1,2,2,0,4,2,0,5,0,0,0,0,0,2,0,0,3,0
714,5785,3,4,22,3,3,3,3,1,6,5,3,3,5,3,1,1,0,3,2,3,1,1,4,2,1
939,7835,1,3,10,2,1,6,1,1,3,3,0,5,2,8,1,1,0,1,0,1,2,2,9,2,1
606,4695,2,2,0,1,2,0,0,4,3,3,1,2,4,4,12,2,0,2,1,4,2,1,0,2,0
637,5081,2,6,0,3,2,3,1,1,1,3,1,6,4,7,2,0,0,2,2,7,3,2,1,4,0
622,5346,2,8,38,1,2,4,1,2,3,3,7,5,7,4,2,0,1,3,2,1,1,1,0,2,1
506,4031,2,5,0,2,2,7,1,0,0,3,2,4,3,2,1,1,0,0,2,1,1,1,3,3,0
823,6761,3,5,0,3,3,12,2,1,4,3,1,4,2,5,0,2,0,1,1,1,2,2,5,2,1
284,2272,1,1,0,1,1,0,0,1,1,2,5,1,2,4,0,3,0,5,1,1,1,0,0,1,1
802,6416,2,5,0,1,2,4,0,2,4,5,0,4,3,4,2,2,1,1,3,1,2,0,5,3,1
729,5716,2,3,0,3,2,5,0,2,10,4,0,3,5,3,1,1,0,1,0,0,2,3,4,4,2
185,1584,2,4,0,1,2,0,3,4,3,1,0,1,2,2,0,0,0,1,0,0,1,0,0,1,0
508,4075,1,6,0,3,1,2,0,2,3,2,3,12,4,3,2,0,0,1,1,0,2,1,2,3,0
707,5138,6,2,20,3,6,0,4,1,1,2,4,2,7,5,1,0,0,1,0,1,2,3,1,3,1
698,5862,1,4,0,1,1,1,1,3,6,5,2,2,3,15,1,0,0,2,1,2,3,1,1,5,1
516,4337,3,4,0,2,3,0,2,8,2,7,3,2,4,6,1,3,1,2,0,5,2,1,2,3,0
316,2478,2,1,0,1,2,2,1,2,1,3,2,8,2,3,1,0,0,1,1,0,1,1,2,3,2
553,4478,2,5,0,3,2,1,2,3,0,5,2,3,3,6,2,1,1,0,0,1,0,6,2,6,3
463,3810,2,3,0,2,2,8,1,0,0,4,0,3,2,2,1,1,0,1,0,1,2,0,4,1,0
595,4859,3,5,0,3,3,3,0,1,3,4,3,5,3,1,1,2,0,2,0,1,2,2,1,2,1
267,2179,2,7,0,3,2,0,0,3,0,11,2,1,4,3,0,1,0,2,0,1,2,0,0,2,0
822,6419,2,2,0,4,2,3,1,0,1,4,1,10,5,6,1,0,0,4,1,3,6,1,4,1,1
419,3458,1,5,0,3,1,1,0,1,0,11,2,1,4,5,1,1,0,0,0,3,2,3,0,2,2
616,4829,2,4,10,2,2,6,0,2,3,3,0,6,4,7,3,2,0,1,3,2,2,1,2,3,2
534,4007,1,2,15,3,1,0,1,13,2,4,1,2,4,2,0,3,0,2,0,2,1,0,2,3,2
1575,12847,2,9,15,3,2,4,3,4,3,5,4,9,12,6,3,2,0,6,3,2,1,5,2,9,3
527,4213,1,5,7,3,1,4,0,1,4,6,1,1,3,4,1,0,0,0,1,0,2,2,6,2,0
597,4648,2,2,21,3,2,0,0,2,0,3,3,3,3,4,13,3,0,1,1,1,1,1,0,1,0
622,5097,1,5,0,3,1,4,2,2,3,4,3,6,5,4,1,1,0,2,1,2,1,5,3,2,2
545,4080,2,0,0,2,2,0,4,0,2,3,3,4,6,3,1,2,0,2,1,1,3,3,1,2,1
760,6034,2,5,22,2,2,3,0,2,4,5,0,6,3,8,1,4,0,2,1,2,2,4,3,3,0
604,4974,2,6,10,3,2,2,4,0,0,5,3,2,5,6,0,1,0,1,1,1,1,1,1,2,0
362,2898,4,1,0,3,4,1,2,0,0,8,7,3,3,1,0,0,0,2,1,1,1,0,2,1,0
501,4108,2,4,0,1,2,3,0,1,1,2,2,7,3,3,1,2,1,1,2,0,5,0,3,4,1
225,1799,1,2,0,1,1,0,1,5,1,2,0,3,2,1,1,1,0,0,2,1,1,0,0,1,0
759,6943,1,6,25,3,1,6,2,2,4,2,7,6,3,5,1,1,1,4,0,2,2,3,2,2,2
672,5522,6,4,40,2,6,3,4,1,1,4,5,4,3,3,1,0,0,2,1,1,3,4,3,1,1
784,6059,2,3,0,3,2,4,2,3,8,4,2,1,3,3,1,0,1,0,0,1,2,0,4,2,0
695,5439,2,4,4,2,2,4,2,2,0,5,2,3,4,3,3,0,0,2,2,3,4,1,4,4,0
641,5201,2,6,0,1,2,3,2,3,4,4,2,10,3,5,3,0,0,2,2,1,4,1,5,4,0
728,5686,2,3,5,1,2,2,0,4,2,2,0,3,2,4,15,1,0,1,0,3,1,2,1,3,0
681,5606,5,4,0,2,5,2,5,1,2,5,3,3,3,6,0,1,0,2,1,1,4,1,3,2,0
599,4795,2,3,0,2,2,3,0,1,1,4,1,3,4,3,3,0,0,1,2,0,3,0,4,2,1
542,4347,1,3,6,2,1,3,0,8,4,3,0,9,3,3,1,0,0,1,1,2,1,0,1,2,0
726,5849,2,7,0,2,2,3,1,3,2,4,4,10,6,3,1,1,1,3,2,0,2,3,2,5,2
601,4107,2,2,0,3,2,0,1,2,1,3,6,2,4,3,0,1,0,3,0,1,2,1,0,1,1
250,2125,2,5,0,2,2,0,0,4,4,10,0,2,3,3,1,0,0,1,0,1,2,1,1,2,0
1029,8604,3,8,0,1,3,4,4,0,2,4,7,6,5,4,4,4,1,4,2,0,5,1,3,2,0
888,7004,2,4,5,3,2,5,1,0,3,3,4,1,3,10,1,2,0,3,2,1,2,1,3,3,1
801,6571,1,3,5,1,1,6,0,4,2,7,1,5,3,3,15,1,0,0,2,2,3,2,1,3,0
202,1630,1,3,0,3,1,1,1,1,0,4,1,2,3,1,1,2,0,1,0,6,1,1,1,2,0
957,7953,2,5,12,3,2,2,0,3,6,4,1,7,2,3,14,3,0,1,1,3,2,2,2,2,0
1287,10794,2,5,0,2,2,10,4,6,9,4,9,7,5,11,1,1,2,2,1,2,4,6,7,4,1
635,5350,2,6,20,1,2,7,1,0,4,2,4,4,3,7,1,2,0,2,2,0,3,4,6,2,1
524,4156,2,4,0,3,2,0,1,4,1,10,2,2,4,0,1,0,0,0,1,1,1,1,1,1,2
493,3653,2,2,20,2,2,0,4,0,0,4,2,1,2,3,1,5,0,1,0,3,2,2,0,1,0
584,4603,1,2,0,1,1,3,3,0,1,3,2,7,3,5,0,1,0,1,0,1,2,2,6,1,0
515,4183,2,7,0,3,2,11,1,1,1,3,2,2,2,8,2,0,0,0,1,1,1,3,7,3,0
289,2214,1,2,0,3,1,0,0,0,2,9,2,3,2,5,1,0,0,0,0,1,3,0,3,2,2
454,3638,1,4,0,2,1,3,1,1,3,7,1,5,3,8,2,1,0,1,0,1,3,1,1,3,1
465,3883,2,4,15,2,2,4,1,1,1,3,1,2,3,4,0,1,0,0,0,2,2,0,6,2,1
796,6128,2,1,0,0,2,3,1,0,1,3,3,11,10,4,2,3,0,0,2,1,2,2,1,5,2
773,5955,1,2,25,2,1,5,0,2,1,3,2,3,3,6,10,3,1,2,1,1,4,1,4,3,0
631,5182,1,2,5,1,1,0,0,2,3,4,9,1,2,4,2,4,1,7,0,2,1,0,1,2,1
476,3969,1,4,1,3,1,0,0,7,2,9,2,5,5,5,2,0,0,1,0,4,2,4,1,4,0
1596,12875,16,6,18,3,16,3,14,1,4,3,4,7,7,5,1,0,0,2,1,1,3,9,6,2,3
92,707,1,2,3,1,1,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0
459,3790,2,4,14,1,2,6,1,1,6,2,0,3,3,7,1,0,0,1,1,1,2,0,7,1,0
639,4639,2,2,0,2,2,0,0,1,1,4,1,2,5,7,13,1,0,0,1,1,0,0,0,2,0
330,2771,2,2,0,0,2,2,1,4,5,2,0,4,2,5,1,0,0,1,0,1,2,0,1,2,0
673,5878,2,5,0,4,2,3,4,3,3,8,4,6,3,7,1,0,0,2,0,4,2,11,1,3,1
570,4911,3,7,0,1,3,2,1,3,3,5,1,4,6,3,1,1,0,2,1,1,7,1,3,2,1
535,4538,2,5,5,3,2,0,0,8,0,9,1,1,2,1,1,0,0,1,0,0,2,1,0,2,0
566,4588,1,3,21,1,1,2,0,1,2,4,1,10,3,4,1,3,0,1,4,2,3,2,2,3,1
456,3955,2,5,0,2,2,3,0,3,4,3,1,2,5,8,9,1,0,3,1,2,0,1,0,4,0
495,3484,2,4,40,2,2,0,1,1,0,4,0,3,2,4,10,0,0,1,0,1,1,0,1,3,1
494,4011,2,3,0,1,2,5,1,1,2,2,3,4,4,5,1,0,0,2,0,1,2,0,6,2,1
680,5564,2,5,2,3,2,5,0,2,4,4,4,4,4,4,1,1,0,4,6,1,2,0,4,2,1
486,4091,2,5,0,3,2,3,2,1,3,4,0,6,4,3,1,0,0,0,0,9,1,0,1,4,3
1739,13660,2,3,0,2,2,1,0,1,2,9,3,2,4,4,4,1,2,2,1,0,1,0,0,2,1
380,2933,1,5,0,3,1,0,0,3,1,2,0,3,2,1,7,2,1,1,0,1,3,1,0,2,0
515,4165,1,1,0,1,1,0,3,0,1,7,4,1,3,2,0,1,0,2,0,0,1,1,1,2,0
195,1588,2,3,0,2,2,1,1,0,1,3,2,3,2,3,1,1,0,1,3,1,3,0,0,2,1
907,7554,3,7,15,3,3,5,3,5,5,3,3,9,6,6,1,2,0,1,3,2,3,4,6,6,1
486,3947,2,4,0,1,2,0,2,2,3,3,1,4,4,2,1,4,0,1,2,2,5,0,1,3,1
525,4357,2,4,0,1,2,9,1,2,3,3,1,1,2,4,0,0,0,1,0,0,1,0,4,2,1
642,5137,2,6,0,2,2,0,1,1,4,8,4,3,2,6,1,0,0,0,0,1,0,1,0,4,2
861,6401,2,2,0,3,2,3,1,2,2,4,3,2,3,7,13,1,0,2,1,3,1,1,0,4,0
155,1326,1,1,0,1,1,3,0,4,0,4,1,1,2,1,0,0,0,1,0,1,1,0,3,1,0
2497,19630,4,6,25,1,4,3,6,4,3,5,5,9,14,5,1,7,0,4,1,1,1,3,2,2,3
499,4149,1,4,0,3,1,0,0,2,1,13,1,0,3,4,1,0,0,2,0,1,1,4,0,2,0
228,1833,2,6,0,0,2,0,0,2,2,4,0,4,1,2,2,0,0,2,1,0,2,1,1,3,0
493,4126,2,4,40,2,2,2,1,4,1,1,2,6,12,2,2,0,0,2,1,0,2,1,0,3,6
537,4664,2,4,0,3,2,7,2,0,4,4,3,2,2,3,1,1,0,3,0,1,2,2,4,2,1
522,4339,1,5,0,3,1,10,1,2,1,3,1,3,2,3,0,1,0,1,1,0,2,0,5,3,0
516,4225,2,4,2,3,2,1,0,5,1,13,1,2,4,2,1,0,0,1,0,11,0,2,0,4,1
232,1884,2,1,0,2,2,1,0,1,1,2,0,3,5,3,0,1,0,0,0,1,1,3,1,1,4
476,4218,2,7,10,3,2,2,0,4,5,2,1,2,2,2,1,2,0,2,0,1,2,0,1,2,0
631,5106,2,6,0,1,2,1,1,5,3,3,2,7,3,4,1,0,0,1,0,1,5,1,5,2,1
599,4666,2,7,4,1,2,2,2,3,2,4,0,6,2,9,1,2,0,1,3,2,3,0,5,3,0
569,4721,2,3,25,2,2,10,0,0,2,3,0,6,2,4,0,1,0,0,1,1,1,2,5,1,0
521,4392,1,5,10,3,1,3,0,6,1,4,0,5,2,5,1,2,0,1,1,1,4,4,1,1,1
719,5879,2,4,3,3,2,0,1,4,4,2,0,5,2,4,9,4,2,1,2,1,5,0,2,3,1
752,5978,4,7,10,3,4,3,0,1,2,4,3,11,8,7,1,0,0,1,2,2,5,2,6,3,7
458,3759,2,7,0,0,2,0,0,2,0,10,1,1,3,2,0,0,0,3,0,1,0,1,0,2,0
543,4660,2,8,10,3,2,0,0,8,4,2,3,3,8,3,0,0,0,2,2,0,1,4,2,5,3
614,5107,3,4,8,1,3,0,2,4,2,3,13,3,5,3,0,2,0,4,1,1,2,4,1,1,1
564,4534,2,4,0,3,2,3,1,3,1,7,1,2,5,5,2,1,0,2,2,2,0,0,3,8,2
442,3729,1,2,10,1,1,2,0,8,2,4,0,3,2,3,3,0,0,2,0,1,3,0,0,3,0
537,4260,2,3,0,4,2,0,0,3,1,14,1,0,4,4,0,1,0,0,1,1,1,1,0,1,2
392,3139,6,4,5,3,6,1,3,2,1,3,5,3,3,2,1,0,0,2,0,1,2,1,0,1,1
290,2180,1,2,0,1,1,1,0,0,2,3,3,3,4,2,3,0,1,0,1,1,2,0,1,2,0
498,3967,2,1,0,1,2,1,1,7,1,5,3,1,4,4,2,2,0,2,0,3,3,0,0,2,0
222,1755,1,1,0,2,1,0,1,5,0,4,0,2,1,1,1,2,0,1,0,4,0,0,1,1,1
513,4182,2,2,10,2,2,0,2,0,0,3,7,1,4,1,1,0,0,1,0,0,2,1,0,1,1
492,3964,2,1,25,4,2,0,3,0,0,2,12,0,2,3,1,4,0,5,0,2,1,0,0,2,1
591,4787,2,6,4,3,2,1,3,2,3,7,2,3,3,7,1,0,0,3,1,1,2,2,2,5,5
533,4199,1,2,0,3,1,0,1,4,1,8,3,1,3,4,2,0,0,0,0,1,1,1,1,2,0
323,2594,1,5,0,3,1,1,0,2,0,8,1,1,4,1,0,0,0,1,0,1,1,2,0,1,2
652,5385,2,8,40,3,2,0,0,2,3,7,3,4,6,3,1,6,0,1,1,8,2,0,1,4,1
561,4679,2,6,20,2,2,3,0,2,1,3,1,9,4,4,1,1,0,2,1,1,2,0,3,2,1
497,4141,3,5,20,2,3,2,2,1,1,4,3,6,7,6,1,1,0,0,3,1,2,2,1,2,0
252,2121,2,2,0,1,2,2,2,4,1,2,1,4,1,1,0,0,1,0,0,0,3,0,2,1,0
508,4363,2,3,0,1,2,1,2,8,2,5,0,4,3,9,1,1,0,1,0,0,3,1,1,3,1
658,5570,7,6,0,3,7,3,8,4,2,7,6,4,11,7,1,2,0,3,1,2,1,2,3,4,3
475,4111,2,7,0,2,2,1,0,4,8,8,3,4,3,6,2,1,0,0,0,2,4,1,2,5,2
523,4491,1,6,8,2,1,0,3,0,1,3,4,6,8,3,1,0,0,0,2,1,2,2,1,2,1
586,4760,2,2,4,3,2,0,0,2,2,2,3,2,2,1,1,3,0,2,1,0,1,0,1,2,0
942,8419,4,7,7,0,4,3,5,0,4,3,5,7,4,5,1,1,1,1,1,0,3,7,3,2,0
857,7392,2,7,0,0,2,4,4,3,5,5,2,4,5,14,1,3,0,2,0,1,2,2,3,5,1
551,4610,3,3,0,3,3,10,1,2,5,2,0,5,4,10,3,1,0,2,3,1,1,2,5,1,1
150,1217,1,1,0,1,1,0,0,2,1,5,0,1,1,2,7,0,0,0,0,2,0,0,0,3,0
642,5205,2,6,0,2,2,9,1,1,3,2,1,5,2,3,0,0,0,0,1,0,3,2,8,2,1
519,4534,1,2,0,2,1,2,2,2,4,4,7,4,2,3,1,3,1,3,0,1,2,1,2,1,2
741,5813,1,5,26,3,1,1,0,6,4,4,2,4,3,5,1,1,0,3,3,1,3,1,0,1,0
509,4268,2,5,12,3,2,6,1,3,3,4,1,3,2,11,1,1,0,1,0,2,5,1,7,2,0
738,5821,1,4,6,2,1,0,0,1,0,3,6,2,4,2,0,0,0,3,1,1,2,2,0,1,0
1182,9043,2,5,7,0,2,2,5,3,3,4,4,2,4,6,1,4,1,2,0,1,2,1,3,3,1
541,4238,2,5,6,3,2,1,2,1,1,5,5,5,3,3,2,1,0,2,0,1,2,3,1,3,2
589,4849,3,6,0,1,3,4,2,3,2,4,1,5,4,5,2,3,0,1,0,0,5,1,1,1,1
522,4110,2,5,0,3,2,0,0,3,3,8,1,2,2,4,2,1,3,1,0,3,2,1,0,3,0
703,5668,1,2,1,1,1,1,0,2,2,3,8,1,3,5,1,6,1,5,1,1,1,1,0,3,1
509,4115,3,5,10,2,3,0,0,1,0,5,5,1,2,4,1,6,0,3,0,1,3,0,1,3,0
569,4548,1,3,0,3,1,1,1,5,4,9,0,4,4,4,2,0,1,2,2,5,4,0,0,4,2
537,4366,3,4,0,0,3,4,0,2,2,3,2,4,6,2,2,0,0,1,1,1,2,2,1,4,5
528,4121,2,4,0,1,2,0,2,3,2,3,3,3,4,3,2,1,1,3,1,1,2,1,1,2,0
